smiles	node_id	scenario_id	scenario_description	pathway_id	Confidence_level	Redox_type	Acidity_interval	Location_name	BioReactor_type	InoculumSource_source	TypeOfAeration_type	SludgeRetentionTime_type	OriginalSludgeAmount_amount	TotalSuspendedSolids_start	FinalCompoundConcentration_concentration	Addition_type	Temperature_interval	WWTPPurpose_purpose	CompoundSolutionSolvent_proportion	DissolvedOxygenConcentration_concentration_high	LiquidMatrixSource_source	RateConstant_correction	AerationType_type	BiologicalTreatmentTechnology_type	HalfLife_comment	Nutrients_data	OxygenDemand_influent	NitrogenContent_influent	PhosphorusContent_influent	VolatileTotalSuspendedSolids_start	TransformationProductImportance_importance	DissolvedOrganicCarbon_start
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NO	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28/node/49124156-858a-433d-8bf7-236bf1d6e507	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/ea4d0d9f-1e42-4bbe-8a9d-6c214894edd0	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28	3																											
CC1=CC(=NO1)N	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28/node/59c3127c-c800-4108-97a8-1e2d70c1a8da	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/3781bad4-9e91-4e8b-94e6-eff9804e59e4	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28	1																											
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NCC(=O)C(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28/node/e0b29f43-7b02-4200-91b3-5bc4d1259d7c	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/d867fb51-273c-471f-bb86-c5d614a9e8ef	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28	4																											
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=NC4=C(NC3)NC(N)NC4=O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28/node/f45944fd-cced-4b9b-98fa-146ecb3cad4e	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/bad5b206-0b10-4ba4-b89f-dfc500f276c5	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28	2																											
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=NC4=C(N=C3)NC(=O)NC4=O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28/node/9ba7fc16-ac78-446c-ae6e-1de0958bce2f	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/ba28c232-d133-4b11-9124-ef02ef39f352	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28	2																											
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28/node/f3a4e268-070a-4582-b776-6144ec10c3c2	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/2697a43e-11b5-4971-b9bc-198fe41d64b4	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28	1																											
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NCC(=O)/C=N\C3=C(C(=O)NC(N)N3)N	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28/node/ae1be18e-c901-4933-afad-f27fdf972ab5	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/8d310a0c-eb96-4046-903b-cb03b94bef9b	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28	3																											
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=NC4=C(N=C3)NC(N)NC4=O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28/node/9f92fec6-27e8-44cc-98c1-f52af1391400	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/1505d61e-3e12-4b2b-a50c-7fb5f843b0be	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28	2																											
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC=O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28/node/09fb2b71-c18d-4a49-9785-341f576b1252	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/dddf87f0-fb47-4d48-8457-6c7b479d5f3b	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28	2																											
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28/node/1dc83608-2a11-4c5c-bd16-abc132543fbe	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/39527956-364f-4ebd-a20b-eba5c101694d	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28	1																											
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NCC(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28/node/2b15242b-2fd7-413b-8509-954a64556930	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/39ffb250-8aba-4a45-a5f8-d99f02ea0711	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/9a37ebc5-ba49-4b8a-80e6-d33813078d28	3																											
COC1=CC=C(C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCC(C3)O)Cl	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd/node/226f8a7e-e00a-466b-aa9f-7b706abea693	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/a4545d82-4fd7-4ea1-8d2a-810c06e0ca0b	https://doi.org/10.1016/j.chroma.2008.09.060	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd		aerob	{'end': 6.3, 'start': 5.1}	Rubi (Barcelona), Spain	amber glass bottle	sludge from a lab scale membrane bioreactor	bubbling air	sludge retention time	1000.0	20.0	10000.0																	
COC1=CC=C(C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCC(C3)O)Cl	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd/node/226f8a7e-e00a-466b-aa9f-7b706abea693	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/f7b029e6-6600-4c3d-a376-5f07c81c5885	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd		aerob	{'end': 6.3, 'start': 5.1}	Rubi (Barcelona), Spain	amber glass bottle	conventional activated sludge from the aeration basin of a WWTP	bubbling air	sludge retention time	1000.0	4.0	50.0																	
COC1=CC=C(C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCC(C3)O)Cl	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd/node/226f8a7e-e00a-466b-aa9f-7b706abea693	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/2c790c9d-5d22-4431-ac8d-66aa7e6c492a	https://doi.org/10.1016/j.chroma.2008.09.060	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd		aerob	{'end': 6.3, 'start': 5.1}	Rubi (Barcelona), Spain	amber glass bottle	sludge from a lab scale membrane bioreactor	bubbling air	sludge retention time	1000.0	20.0	50.0																	
COC1=CC=C(C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCC(C3)O)Cl	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd/node/226f8a7e-e00a-466b-aa9f-7b706abea693	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/8b3cde82-12f8-46d3-b937-307a1da5d8a1	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd		aerob	{'end': 6.3, 'start': 5.1}	Rubi (Barcelona), Spain	amber glass bottle	conventional activated sludge from the aeration basin of a WWTP	bubbling air	sludge retention time	1000.0	4.0	10000.0																	
COC1=CC=C(C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3)Cl	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd/node/1efbb328-ec92-47eb-9a16-cae758487b25	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/a4545d82-4fd7-4ea1-8d2a-810c06e0ca0b	https://doi.org/10.1016/j.chroma.2008.09.060	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd		aerob	{'end': 6.3, 'start': 5.1}	Rubi (Barcelona), Spain	amber glass bottle	sludge from a lab scale membrane bioreactor	bubbling air	sludge retention time	1000.0	20.0	10000.0																	
COC1=CC=C(C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3)Cl	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd/node/1efbb328-ec92-47eb-9a16-cae758487b25	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/f7b029e6-6600-4c3d-a376-5f07c81c5885	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd		aerob	{'end': 6.3, 'start': 5.1}	Rubi (Barcelona), Spain	amber glass bottle	conventional activated sludge from the aeration basin of a WWTP	bubbling air	sludge retention time	1000.0	4.0	50.0																	
COC1=CC=C(C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3)Cl	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd/node/1efbb328-ec92-47eb-9a16-cae758487b25	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/2c790c9d-5d22-4431-ac8d-66aa7e6c492a	https://doi.org/10.1016/j.chroma.2008.09.060	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd		aerob	{'end': 6.3, 'start': 5.1}	Rubi (Barcelona), Spain	amber glass bottle	sludge from a lab scale membrane bioreactor	bubbling air	sludge retention time	1000.0	20.0	50.0																	
COC1=CC=C(C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3)Cl	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd/node/1efbb328-ec92-47eb-9a16-cae758487b25	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/8b3cde82-12f8-46d3-b937-307a1da5d8a1	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/7ae7617c-d93a-49bb-b96a-c79ae9f8bcdd		aerob	{'end': 6.3, 'start': 5.1}	Rubi (Barcelona), Spain	amber glass bottle	conventional activated sludge from the aeration basin of a WWTP	bubbling air	sludge retention time	1000.0	4.0	10000.0																	
CC(C)CCNCC(C1=CC(=C(C(=C1)Cl)N)Cl)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/b10cbe8e-2ef9-459f-b253-b8820a7a45b1/node/2da4dc74-78ca-4f79-88a0-763a89aa4571	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/858139d4-ccf6-4154-b9e4-9b154b510827	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/b10cbe8e-2ef9-459f-b253-b8820a7a45b1	1																											
CC(=O)NCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/fa481903-8ff8-45d4-add8-0b43befac4f7/node/c1021ba5-e1f1-49d8-b423-9826f9c89930	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/95b4b69c-bdd3-4498-8c0f-6dc8ccfedc63	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/fa481903-8ff8-45d4-add8-0b43befac4f7	3																											
C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/fa481903-8ff8-45d4-add8-0b43befac4f7/node/f5b11799-bcad-4a34-aa01-a02cd422f96b	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/a58bfc4e-0708-47b7-bb7b-09e9ae58b4f8	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/fa481903-8ff8-45d4-add8-0b43befac4f7	1																											
C1=CC=C(C=C1)C(CCNC(=O)CCC(=O)O)OC2=CC=C(C=C2)C(F)(F)F	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/fa481903-8ff8-45d4-add8-0b43befac4f7/node/6b06af1e-af00-418d-88da-6fc2fbe2f5da	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/fd71a554-0268-49c8-8d68-a3d6002dda86	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/fa481903-8ff8-45d4-add8-0b43befac4f7	3																											
CCCN(CC)CC1COC2(CCC(CC2)C(C)CO)O1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf/node/f9d9b0c0-21a4-410b-9641-9e996fed3be8	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/58927643-af29-4541-b7fa-c8dfd63aee6d	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf	3																											
CCCN(CC)CC1COC2(CCC(C=C2O)C(C)(C)C)O1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf/node/ad8f1ae2-cc47-4633-a710-ed41d8615dff	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/b20a5857-49d3-4a0b-933b-5244ffc4ee49	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf	3																											
CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)CO)O1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf/node/72bc87c5-37a2-44f1-b75b-9c0a028e61c2	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/20d1ec03-84e8-44c0-a2a7-e0b148dbf407	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf	3																											
CCCN(CC)CC1COC2(CCC(C(C2)O)C(C)(C)C)O1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf/node/5567d1e6-68a9-4447-a646-6ae75eea2ca8	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/5a1f05bc-1ba3-4e0c-87bf-ccc2d2c35bd5	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf	3																											
CCC(N(CC)C(=O)C1COC2(CCC(CC2)C(C)(C)C)O1)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf/node/8a439af2-ee2d-4b2c-9afe-c181a403307f	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/fab85298-03e7-4a52-8979-9a98ebc34fbf	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf	3																											
CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf/node/97b06669-5508-4ceb-9685-5490a87ad780	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/9127518e-2293-43c5-a1b5-5ddb9ca1f3c9	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf	1																											
CCCN(CC)CC1COC2(CCC(C(=C2O)O)C(C)(C)C)O1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf/node/22fb3f83-812d-48f9-ad1f-781a4e0f9539	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/aa901e15-a60b-4c7c-bf8a-a28ccd367c3f	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf	3																											
CCCNCC1COC2(CCC(CC2)C(C)(C)C)O1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf/node/5f2a17d6-0311-489e-855c-18f3f1b0d1ab	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/370780e3-55cf-4c72-a133-7f346b0f3c34	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf	2																											
CCNCC1COC2(CCC(CC2)C(C)(C)C)O1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf/node/b12fb26e-3ff9-47c5-9d68-9a6391a97052	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/bfaa70fa-59a0-4d36-8ba7-daba32abab42	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/164faaf7-4184-4334-8c99-c8eef21c6abf	2																											
CCNC(C)C(=O)C1=CC=CC(=C1)C(F)(F)F	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/d608fe61-6da2-4d51-9ae0-dac0c0677d51/node/1c3b0130-4505-4439-af09-5a5eb68e53c4	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/08c6fa1d-6e7a-4108-9a66-260f075dcc51	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/d608fe61-6da2-4d51-9ae0-dac0c0677d51	3																											
CC(CC1=CC=CC(=C1)C(F)(F)F)NO	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/d608fe61-6da2-4d51-9ae0-dac0c0677d51/node/6f7fdbc1-8873-4bd7-8f4e-ea443185cf09	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/25bf413e-9c60-4239-a4e3-1d5212a2bcf2	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/d608fe61-6da2-4d51-9ae0-dac0c0677d51	3																											
CC(CC1=CC=CC(=C1)C(F)(F)F)N	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/d608fe61-6da2-4d51-9ae0-dac0c0677d51/node/44cbe8df-3b9c-42fe-b0c1-4d55dad87e48	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/696ef77e-dd32-434d-9727-6bf9cfcc3b6c	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/d608fe61-6da2-4d51-9ae0-dac0c0677d51	1																											
CCNC(C)CC1=CC=CC(=C1)C(F)(F)F	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/d608fe61-6da2-4d51-9ae0-dac0c0677d51/node/5c81bc92-274c-464e-8dfd-3ed5ee2a15d3	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/263c1feb-1390-4814-9a19-cb8f19868565	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/d608fe61-6da2-4d51-9ae0-dac0c0677d51	1																											
CC(CC1=CC=CC(=C1)C(F)(F)F)NC(=O)C	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/d608fe61-6da2-4d51-9ae0-dac0c0677d51/node/d0e78041-38bd-42a4-a4ca-ef509c22898c	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/ceee005c-c925-4a75-9853-41d582d74eda	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/d608fe61-6da2-4d51-9ae0-dac0c0677d51	3																											
C1=CC=C(C=C1)C(CCNCCC=O)OC2=CC=C(C=C2)C(F)(F)F	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/5df2dd0a-7463-43df-9bd9-5fc6f106db1e/node/a3a01df5-db39-44e3-afba-2592bba6e7bf	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/f1d8cb3b-9a38-49af-890a-07fb8d42ebfb	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/5df2dd0a-7463-43df-9bd9-5fc6f106db1e	3																											
CN(CCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F)C(=O)CCC(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/5df2dd0a-7463-43df-9bd9-5fc6f106db1e/node/05e251e5-457a-4fbc-b471-eca0aeb2864d	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/72496d8a-7d91-4003-ab9e-e74fdc8adf4a	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/5df2dd0a-7463-43df-9bd9-5fc6f106db1e	3																											
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/5df2dd0a-7463-43df-9bd9-5fc6f106db1e/node/67b55cb1-5836-4b46-bebb-f71daaaddcdb	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/847f45a2-413b-4f41-867b-113cba8e9498	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/5df2dd0a-7463-43df-9bd9-5fc6f106db1e	1																											
CN1CCN(CC1)C(C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/bc5c71ae-02c2-4fac-84cf-72e5c222da98/node/571cb5dc-b297-4f17-aac2-b04398be5a9e	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/6d0d292f-4a0a-4e1c-ab98-56795ea78c0c	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/bc5c71ae-02c2-4fac-84cf-72e5c222da98	3																											
CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/bc5c71ae-02c2-4fac-84cf-72e5c222da98/node/e4edac94-a033-400d-87fc-bfc299038ad1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/689fe42e-b6a9-4a95-9608-bd214489d7e1	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/bc5c71ae-02c2-4fac-84cf-72e5c222da98	1																											
C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)N3CCNCC3	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/bc5c71ae-02c2-4fac-84cf-72e5c222da98/node/2b3bb673-58a2-43b1-a0f5-f4d20c0ef1b9	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/0c741689-906c-4537-8e86-ebb306cf188d	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/bc5c71ae-02c2-4fac-84cf-72e5c222da98	1																											
